Year,GHGRP ID,National Pollutant Release Inventory (NPRI) identifier,Company & facility name,NAICS,City,Province / territory,CO2,CH4,N2O,HFC,PFC,SF6,Total
2005,G10192,2182,St. Lawrence Cement Inc. - Mississauga Plant,327310,MISSISSAUGA,Ontario,1231209,0,0,0,0,0,1231209
2005,G10193,10433,The Corporation of the City of Brantford - Mohawk Street Landfill,562210,BRANTFORD,Ontario,14070,143584,0,0,0,0,157654
2005,G10194,3127,Shell Canada Products - Montreal East Refinery,324110,MONTREAL,Quebec,1287224,1064,27295,0,0,0,1315583
2005,G10195,4099,Mosaic Canada ULC - Mosaic Potash Belle Plaine,212396,BELLE PLAINE,Saskatchewan,563398.199951,311.8668,2631.026,0,0,0,566341.092751
2005,G10196,6647,ATCO Power Canada Ltd. - Muskeg River Cogeneration Power Plant,221112,FORT MCMURRAY,Alberta,1277161,1792,5830,0,0,0,1284783
2005,G10197,6647,Albian Sands Energy Inc. - Muskeg River Mine,211114,FORT MCMURRAY,Alberta,192633,53048.466128,12402.635735,0,0,0,258084.101863
2005,G10198,1861,Ontario Power Generation - Nanticoke Generating Station,221112,NANTICOKE,Ontario,17585856,4788,34185,0,0,0,17624829
2005,G10199,3701,Imperial Oil - Nanticoke Refinery,324110,NANTICOKE,Ontario,1291970.925781,379.288,11747.158765,0.91,0,0,1304098.282546
2005,G10200,,Union Gas Limited - Natural Gas Distribution System,221210,CHATHAM,Ontario,13010.680054,295260.292516,26.5,0,0,0,308297.47257
2005,G10201,,Union Gas Limited - Natural Gas Transmission System,486210,CHATHAM,Ontario,205910.233125,346238.471768,2408.85,0,0,0,554557.554893
2005,G10202,5337,Duke Energy Field Services Canada - Nevis Gas Plant,211113,STETTLER,Alberta,120827.6,8198.39986,201.4,0,0,0,129227.39986
2005,G10204,428,Imperial Oil Resources - Norman Wells Central Processing Facility,211113,NORMAN WELLS,Northwest Territories,95739.9999,12445.999832,477,0,0,0,108662.999732
2005,G10205,747,Norsk Hydro Canada Inc - Norsk Hydro Canada Inc,331410,BÉCANCOUR,Quebec,158912,40.18,343.44,38193.9987,0,70970,268459.6187
2005,G10206,4316,North Atlantic Refining Ltd. - North Atlantic Refinery,324110,COME BY CHANCE,Newfoundland and Labrador,1140998,0,0,0,0,0,1140998
2005,G10207,1797,Canadian Forest Products Limited - Northwood Pulp Mill,322112,PRINCE GEORGE,British Columbia,139112.668213,5793.031804,672.305,0,0,0,145578.005017
2005,G10208,1776,NOVA Chemicals (Canada) Ltd. - NOVA Chemicals - Corunna Site,325110,CORUNNA,Ontario,1478342.546875,1257.2,7287.5,0,0,0,1486887.246875
2005,G10209,1785,NOVA Chemicals  (Canada) Limited - NOVA Chemicals - Sarnia Site,325110,SARNIA,Ontario,141839.59375,204.4,742,1240,0,0,144025.99375
2005,G10210,4700,NOVA Chemicals Corporation - NOVA Chemicals - SCRS Site,325210,CORUNNA,Ontario,70765.699219,39.2,344.5,0,0,0,71149.399219
2005,G10211,1779,NOVA Chemicals Corporation - NOVA Chemicals Corporation (Joffre),325110,RED DEER,Alberta,3032215.836875,4194.707944,11875.179735,0,0,0,3048285.724554
2005,G10212,3901,Petro-Canada - Oakville Refinery,324110,OAKVILLE,Ontario,153971.775391,768.518772,642.519,0,0,0,155382.813163
2005,G10213,3893,General Motors of Canada Limited - Oshawa Car Assembly Plant,336110,OSHAWA,Ontario,168947.184631,86.016,740.145,0,0,0,169773.345631
2005,G10214,3870,General Motors of Canada Limited - Oshawa Truck Assembly Centre,336110,OSHAWA,Ontario,101316.051972,50.792,438.84,0,0,0,101805.683972
2005,G10215,4872,TransAlta Cogeneration LP - Ottawa Health Sciences Center Cogeneration Plant,221112,OTTAWA,Ontario,190434.328125,314.8152,1229.9975,0,0,0,191979.140825
2005,G10216,7743,Catalyst Paper Corporation - Paper Recycling Division,322111,COQUITLAM,British Columbia,8113.700195,8.4,53,0,0,0,8175.100195
2005,G10217,1528,FPS Canada Inc. - Papiers Fraser,322112,THURSO,Quebec,110437.19873,807.24,5151.334735,0,0,0,116395.773465
2005,G10218,6827,Graymont Western Canada Inc. - Pavilion,327410,CACHE CREEK,British Columbia,128223.773803,18.452,181.525,0,0,0,128423.750803
2005,G10219,2128,Shell Canada Limited - Peace River Complex,211114,PEACE RIVER,Alberta,365196,56896,5300,0,0,0,427392
2005,G10220,223,Daishowa-Marubeni International Ltd-Peace River Pu - Peace River Pulp Division,322112,MD OF NORTHERN LIGHTS,Alberta,62299.500733,13149.248056,9448.30947,0,0,0,84897.058259
2005,G10221,4805,PETRESA CANADA inc. - PETRESA CANADA inc.,325190,BÉCANCOUR,Quebec,70103.242188,32.2,302.1,0,0,0,70437.542188
2005,G10222,3634,Pétromont s.e.c. - Pétromont - Usine de Varennes,325110,VARENNES,Quebec,351394,2408,0,0,0,0,353802
2005,G10223,3541,Essroc Canada Inc - Picton  Plant,327310,PICTON,Ontario,1273739,0,0,0,0,0,1273739
2005,G10224,17014,Husky Oil Operations Limited - Pikes Peak,211114,LLOYDMINSTER,Saskatchewan,302464,362.04,1590,0,0,0,304416.04
2005,G10225,4306,Duke Energy Gas Transmission - Pine River Gas Plant,211113,CHETWYND,British Columbia,1099979,31099.600336,718.15,0,0,0,1131796.750336
2005,G10226,,Duke Energy Gas Transmission - Pipeline-Transmission,486210,PRINCE GEORGE,British Columbia,740817.800003,422573.210948,5008.5,0,0,0,1168399.510951
2005,G10227,4000,Nova Scotia Power Incorporated - Point Aconi Generating Station,221112,POINT ACONI,Nova Scotia,1450721,0,369410,0,0,0,1820131
2005,G10228,3994,Nova Scotia Power Incorporated - Point Tupper Generating Station,221112,PORT HAWKESBURY,Nova Scotia,1008099,0,0,0,0,0,1008099
2005,G10229,2079,Saskatchewan Power Corporation - Poplar River Power Station,221112,CORONACH,Saskatchewan,4083816,1752.799944,26076.00053,0,0,0,4111644.800474
2005,G10230,1593,Catalyst Paper Corporation - Port Alberni Division,322122,PORT ALBERNI,British Columbia,42985.700805,1279.487972,7606.295,0,0,0,51871.483777
2005,G10231,723,Catalyst Paper Corporation - Powell River Division,322111,POWELL RIVER,British Columbia,13720.710693,1443.456,8697.83,0,0,0,23861.996693
2005,G10233,3610,Weyerhaeuser Saskatchewan Ltd. - Prince Albert Pulp and Paper,322112,PRINCE ALBERT,Saskatchewan,121343,2436.559916,8533.000265,0,0,0,132312.560181
2005,G10234,405,Husky Energy - Prince George Refinery,324110,PRINCE GEORGE,British Columbia,105707,932.400028,267.65,0,0,0,106907.050028
2005,G10235,1755,Canadian Natural Resources Limited - Progress Gas Plant,211113,GORDONDALE,Alberta,55868.239971,6257.35586,212,0,0,0,62337.595831
2005,G10236,2085,Saskatchewan Power Corporation - Queen Elizabeth Power Station,221112,SASKATOON,Saskatchewan,434000,117.6,1325,0,0,0,435442.6
2005,G10237,426,Imperial Oil Resources - Quirk Creek Gas Plant,211113,MILLARVILLE,Alberta,119190.000012,17765.999496,715.5,0,0,0,137671.499508
2005,G10238,3897,Petro-Canada - Raffinerie de Montreal,324110,MONTREAL,Quebec,1219407.474609,7645.14842,5008.765,0,0,0,1232061.388029
2005,G10239,3928,Ultramar limitée - Raffinerie Jean-Gaulin,324110,LÉVIS,Quebec,1165192.527141,1007.3,7277.165265,0,0,0,1173476.992406
2005,G10240,5448,Falconbridge Limited - Raglan Mine,212232,ROUYN-NORANDA,Quebec,124695.106781,536.4464,4166.4625,0,0,0,129398.015681
2005,G10241,6609,ATCO Power Alberta Ltd. - Rainbow Lake Cogeneration Power Plant (Units 4-5),221112,RAINBOW LAKE,Alberta,268549,588,1855,0,0,0,270992
2005,G10242,6613,Alberta Power (2000) Ltd. - Rainbow Lake Generating Station (Units 1-3),221112,RAINBOW LAKE,Alberta,15231,28,106,0,0,0,15365
2005,G10243,407,Husky Energy - Ram River,211113,RAM RIVER,Alberta,871590,9660,1595.3,0,0,0,882845.3
2005,G10244,,"TransCanada PipeLines Ltd. - TransCanada Pipeline System, Manitoba",486210,RAPID CITY,Manitoba,618334.237488,40130.860084,7258.350265,0,0,0,665723.447837
2005,G10245,3013,Norampac Inc. - Red Rock Division,322121,RED ROCK,Ontario,154637.256836,401.576,655.61,2.73,0,0,155697.172836
2005,G10246,6701,"TransCanada Energy Ltd. - Redwater Cogeneration Facility, Alberta",221112,REDWATER,Alberta,173619.255001,11804.049432,1812.6,0,0,0,187235.904433
2005,G10247,4101,Irving Oil Limited - Refining Division - Refinery,324110,SAINT JOHN,New Brunswick,3278660,1624,0,0,0,0,3280284
2005,G10248,,"Foothills Pipe Lines Ltd. - Foothills Pipeline System, Saskatchewan",486210,RICHMOND,Saskatchewan,300739.4375,21561.399356,3556.3,0,0,0,325857.136856
2005,G10249,1372,Keyera Energy - Rimbey Gas Plant,211113,RIMBEY,Alberta,235981.056539,9701.43986,2776.14,0,0,0,248458.636399
2005,G10250,1464,Imperial Oil - Sarnia Chemical Plant,325110,SARNIA,Ontario,241640.818359,1168.16,1596.2805,0,0,0,244405.258859
2005,G10251,11174,Imperial Oil - Sarnia Cogen Plant,221112,SARNIA,Ontario,45726.277344,96.2024,197.319,0,0,0,46019.798744
2005,G10252,4155,BP Canada Energy Company - Sarnia Fractionation Plant,211113,SARNIA,Ontario,180096,101.36,874.5,0,0,0,181071.86
2005,G10253,3962,Shell Canada Products - Sarnia Manufacturing Centre,324110,CORUNNA,Ontario,1010009,448,19345,0,0,0,1029802
2005,G10254,3071,Suncor Energy Products Inc. - Sarnia Refinery,324110,SARNIA,Ontario,819822.9375,8861.71986,3124.35,0,0,0,831809.00736
2005,G10255,3704,Imperial Oil - Sarnia Refinery Plant,324110,SARNIA,Ontario,1689093.2,3327.24,9313.955265,51.502,0,0,1701785.897265
2005,G10256,6597,TransAlta Energy Corporation - Sarnia Regional Cogeneration Plant,221112,SARNIA,Ontario,1148114.312201,2310.9688,8008.088,0,0,0,1158433.369001
2005,G10257,,Alliance Pipeline Ltd. - Saskatchewan Pipeline System,486210,CALGARY,Saskatchewan,406328.516,31102.400084,2688.69,0,0,0,440119.606084
2005,G10258,,SaskEnergy Incorporated - SaskEnergy Incorporated,221210,REGINA,Saskatchewan,11167.240364,223481.44,58.3,0,0,0,234706.980364
2005,G10259,2077,Saskferco Products Inc. - Saskferco Products Inc.,325313,BELLE PLAINE,Saskatchewan,576583,4116,6386.5,0,0,0,587085.5
2005,G10260,2963,Shell Chemicals Canada Ltd - Scotford Chemical Plant,325110,FORT SASKATCHEWAN,Alberta,290109.512188,60.508,1030.585,721.285,0,0,291921.890188
2005,G10261,6219,Air Liquide Canada Inc. - Scotford Complex,221112,FORT SASKATCHEWAN,Alberta,330116.90625,641.424028,2173,0,0,0,332931.330278
2005,G10262,6546,Shell Canada Limited - Scotford Upgrader and Upgrader Cogeneration,211114,FORT SASKATCHEWAN,Alberta,1915546,5880,10335,0,0,0,1931761
2005,G10263,3242,SFK Pâte S.E.N.C. - SFK Pâte,322112,ST-FÉLICIEN,Quebec,100098.123047,8135.343916,8691.47,0,0,0,116924.936963
2005,G10264,2083,Saskatchewan Power Corporation - Shand Power Station,221112,ESTEVAN,Saskatchewan,1837718,758.8,11262.5,0,0,0,1849739.3
2005,G10265,1036,Alberta Power (2000) Ltd. - Sheerness Generating Station,221112,HANNA,Alberta,5927673.741699,1734.412372,23628.036265,0,0,0,5953036.190336
2005,G10266,2781,Shell Canada Limited - Shell Burnt Timber Gas Plant,211113,SUNDRE,Alberta,201089,92736,795,0,0,0,294620
2005,G10267,2120,Shell Canada Limited - Shell Caroline Complex,211113,CAROLINE,Alberta,640344,109032,3710,0,0,0,753086
2005,G10268,2119,Shell Canada Limited - Shell Jumping Pound Gas Plant,211113,CALGARY,Alberta,243754,98364,1855,0,0,0,343973
2005,G10269,2960,Shell Canada Products - Shell Scotford Refinery,324110,FORT SASKATCHEWAN,Alberta,915363,224,1855,0,0,0,917442
2005,G10270,5582,Silicium Bécancour inc. - Silicium Bécancour inc.,331110,BÉCANCOUR,Quebec,152681.233338,18633.551272,36994.00053,0,0,0,208308.78514
2005,G10271,2515,Simplot Canada Limited - Simplot Canada Limited,325313,BRANDON,Manitoba,698914,111574.4,47699.99947,0,0,0,858188.39947
2005,G10273,5841,St. Marys Cement Inc. - St. Marys Cement Bowmanville,327310,BOWMANVILLE,Ontario,1494080.597168,873.138,1347.5515,0,0,0,1496301.286668
2005,G10274,5871,St. Marys Cement Inc. - St. Marys Cement Inc. plant in St. Marys,327310,ST. MARYS,Ontario,562676,36.96,267.12,0,0,0,562980.08
2005,G10275,2984,Stelco Inc - Hamilton Steel (formerly Stelco Hamilton),331110,HAMILTON,Ontario,3160711,516.32,4722.3,0,0,0,3165949.62
2005,G10276,3855,Stelco Inc - Lake Erie Steel (formerly Stelco Lake Erie),331110,HALDIMAND COUNTY,Ontario,3569033,474.04,5024.4,0,0,0,3574531.44
2005,G10277,1374,Keyera Energy - Strachan GP,211113,ROCKY MOUNTAIN HOUSE,Alberta,247609.333742,5963.747944,2340.48,0,0,0,255913.561686
2005,G10278,3707,Imperial Oil Limited - Strathcona Refinery,324110,EDMONTON,Alberta,1521770,3192.839972,8236.2,17.68,0,0,1533216.719972
2005,G10279,,"City of Winnipeg, Water & Waste Department - Summit Road Landfill",562210,WINNIPEG,Manitoba,0,163436,0,0,0,0,163436
2005,G10280,2230,Suncor Energy Inc.  Oil Sands - Suncor Energy Inc.  Oil Sands,211114,22 KM NE OF FORT MCMURRAY,Alberta,7211688.625,533146.917296,70873.90391,0,0,0,7815709.446206
2005,G10281,2284,Transalta Utilities Corporation - Sundance Generating Plant,221112,DUFFIELD,Alberta,15790482.441895,5059.894056,95507.671355,0,0,0,15891050.007306
2005,G10283,2233,Terra International (Canada) Inc. - Terra International (Canada) Inc - Courtright Plan,325313,COURTRIGHT,Ontario,479532.375,108.08,17359.037795,0,0,0,496999.492795
2005,G10284,17631,Petro-Canada - Terra Nova,211113,ST. JOHN'S,Newfoundland and Labrador,669818.34375,266402.112368,8378.24,2418.514,0,0,947017.210118
2005,G10285,2607,Neenah Paper Company of Canada - Terrace Bay Facility,322112,TERRACE BAY,Ontario,104254,456.399972,2438,11.609,0,0,107160.008972
2005,G10286,775,Abitibi-Consolidated Company of Canada - Thorold Division,322122,THOROLD,Ontario,110583,76.748,647.925,0,0,0,111307.673
2005,G10287,3048,Ontario Power Generation Inc. - Thunder Bay Generating Station,221112,THUNDER BAY,Ontario,1150029,392,7420,0,0,0,1157841
2005,G10288,4419,"Timminco Limited - Timminco Metals, Haley Plant",331410,HALEY,Ontario,12752,5.404,253.34,0,0,999454.9765,1012465.7205
2005,G10289,3802,Teck Cominco Metals Ltd. - Trail Operations,331410,TRAIL,British Columbia,235512,84,21730,0,0,0,257326
2005,G10290,28763,TransGas Limited - TransGas Limited,486210,REGINA,Saskatchewan,131479.669068,394658.878908,8032.149735,0,0,0,534170.697711
2005,G10291,3996,Nova Scotia Power Incorporated - Trenton Generating Station,221112,TRENTON,Nova Scotia,2028040,0,0,0,0,0,2028040
2005,G10292,3998,Nova Scotia Power Incorporated - Tufts Cove Generating Station,221112,DARTMOUTH,Nova Scotia,1286190,354.2,0,0,0,0,1286544.2
2005,G10293,10407,EPCOR Power LP - Tunis Power Plant,221112,TUNIS,Ontario,120002.023438,257.6,848,0,0,0,121107.623438
2005,G10294,1617,UPM Kymmene Miramichi Inc. - UPM Kymmene Miramichi Inc.,322121,MIRAMICHI,New Brunswick,107215.923432,33464.229036,2666.165,0,0,0,143346.317468
2005,G10295,5510,Alcan inc - Usine Alma,331313,ALMA,Quebec,706021,53.396,281.43,0,167841.93,0,874197.756
2005,G10296,3406,Alcan Inc; 1188 Sherbrooke Ouest Montréal H3A 3G2 - Usine Arvida,331313,JONQUIÈRE,Quebec,365373,29.652,210.145,0,617003.22663,0,982616.02363
2005,G10297,4808,Alcan Inc. - Usine Beauharnois,331313,MELOCHEVILLE,Quebec,94244,6.496,38.955,0,56328.63,0,150618.081
2005,G10298,2855,Société PCI Chimie Canada - Usine de Bécancour,325189,BÉCANCOUR,Quebec,181717.5,198.072,207.76,0,0,0,182123.332
2005,G10299,2000,Compagnie Minière Québec Cartier - Usine de Bouletage,212210,PORT-CARTIER,Quebec,759077,173.572,1595.3,0,0,0,760845.872
2005,G10300,4782,Alcoa Aluminerie de Deschambault SENC - usine de Deschambault,331313,DESCHAMBAULT,Quebec,427185,20.076,166.42,5.2,11493.264,305.5,439175.46
2005,G10301,,Alcan Métal Primaire - Usine de fluorure,331313,JONQUIÈRE,Quebec,11384,8.148,32.065,0,0,0,11424.213
2005,G10302,3140,Emballages Smurfit-Stone canada inc. - usine de La Tuque,322130,LA TUQUE,Quebec,271168,1075.200056,7181.5,0,0,0,279424.700056
2005,G10303,3292,Emballages Smurfit-Stone Canada inc. - Usine de New Richmond,322130,NEW RICHMOND,Quebec,79552.140625,235.48,1523.75,0,0,0,81311.370625
2005,G10305,6168,Mittal Canada Inc. - Usine de réduction - Complexe de Contrecoeur,331110,CONTRECOEUR,Quebec,306951.0905,193.088,1630.5185,0,0,0,308774.697
2005,G10306,3062,Alcan Métal Primaire - Québec - Usine Grande-Baie,331313,LA BAIE,Quebec,423667,46.62,257.845,0,254127.36,8225,686323.825
2005,G10307,3060,Alcan Inc. - Usine Laterrière,331313,LATERRIÈRE,Quebec,343802.029297,14.546,87.4765,0,112541.04,7332,463777.091797
2005,G10308,3057,"Alcan Inc., 1188 Sherbrooke ouest, Montréal, H3A3G - Usine Shawingan",331313,SHAWINIGAN,Quebec,178677,10.472,64.925,0,100516.08,0,279268.477
2005,G10310,5790,Corporation of the City of London - W12A Landfill,562210,LONDON,Ontario,596,160692.868,5.3,0,0,0,161294.168
2005,G10311,2282,Transalta Utilities Corporation - Wabamun Generating Plant,221112,WABAMUN,Alberta,2174856.9785,741.266428,14008.694735,0,0,0,2189606.939663
2005,G10312,432,Devon Canada Corporation - Wapiti Gas Plant,211113,GROVEDALE,Alberta,126684.801661,26832.4007,1144.8,0,0,0,154662.002361
2005,G10313,2108,Shell Canada Limited - Waterton Complex,211113,PINCHER CREEK,Alberta,484371,117376,4770,0,0,0,606517
2005,G10314,4138,SemCams - Windfall 8-17 GP,211113,WHITECOURT,Alberta,145523.992442,14395.08014,2501.6,0,0,0,162420.672582
2005,G10315,5901,Tractebel Canada Inc. - West Windsor Power,221112,WINDSOR,Ontario,361432.28125,762.44,2520.15,0,0,0,364714.87125
2005,G10316,280,Dow Chemical Canada Inc. - Western Canada Operations,325190,FORT SASKATCHEWAN,Alberta,1595657.081681,1902.684,2141.73,7280,0,0,1606981.495681
2005,G10318,928,Weyerhaeuser Company Limited - Weyerhaeuser Company Limited - Dryden Operations,322112,DRYDEN,Ontario,197219,18256,5300,0,0,0,220775
2005,G10319,5934,Whitby Cogeneration L.P. - Whitby Cogeneration,221112,WHITBY,Ontario,180601,350,1155.4,0,0,0,182106.4
2005,G10320,17571,Penn West Petroleum Ltd - Wildboy Gas Plant,211113,HELMUT,British Columbia,180388.89687,35610.400504,2941.5,0,0,0,218940.797374
2005,G10321,3751,Petro-Canada - Wildcat Hills Gas Plant,211113,COCHRANE,Alberta,140309.480469,5209.5232,2488.456,0,0,0,148007.459669
2005,G10323,5267,TransAlta Cogeneration LP - Windsor Essex Cogeneration Plant,221112,WINDSOR,Ontario,159404.210325,301.644,1084.5125,0,0,0,160790.366825
2005,G10324,4136,Canadian Natural Resources Limited - Wolf Lake/Primrose Thermal Operation,211114,BONNYVILLE,Alberta,1757767,70559.999384,11163.12447,0,0,0,1839490.123854
2005,G10325,4861,"PPG Canada Inc. - Works 84, Owen Sound Flat Glass Plant",327214,OWEN SOUND,Ontario,105430.810212,0,0,0,0,0,105430.810212
2005,G10326,5285,"Apache Canada Ltd. - Zama Gas Plant: 1, 2, 3",211113,ZAMA CITY,Alberta,90364.976563,42621.324452,1454.373,0,0,0,134440.674015
2005,G10327,19289,Alcan Inc 1188 Sherbrooke Ouest - Alcan Inc - Strathcona works,324190,SHERWOOD PARK,Alberta,101218,0.644,4.24,0,0,0,101222.884
2005,G10328,6933,Luscar Ltd - Bienfait Mine,212116,BIENFAIT,Saskatchewan,136388.47229,10.752,85.595,0,0,0,136484.81929
2005,G10329,18935,Husky Energy - Bolney Thermal,211114,LLOYDMINSTER,Saskatchewan,247878,770,1192.5,0,0,0,249840.5
2005,G10330,5453,"Bridgestone Firestone Canada inc. - Bridgestone Firestone , usine de Joliette",326210,JOLIETTE,Quebec,26.479,0,0,0,0,0,26.479
2005,G10331,3807,Dyno Nobel Nitrogen Inc. - Dyno Nobel Nitrogen Inc.,325313,MAITLAND,Ontario,25318.300781,14.28,39323.879205,0,0,0,64656.459986
2005,G10332,10976,City of Hamilton - Glanbrook Landfill Site,562210,HAMILTON,Ontario,0,160552,0,0,0,0,160552
2005,G10333,2161,Hamilton Specialty Bar Corporation - Hamilton Specialty Bar Corporation,331110,HAMILTON,Ontario,39591.984375,64.092,8625.749735,0,0,0,48281.82611
2005,G10334,3394,Irving Paper Limited - Irving Paper,322121,SAINT JOHN,New Brunswick,103768.803101,103.04,612.68,0,0,0,104484.523101
2005,G10335,10697,Lake Superior Power Inc. - Lake Superior Power,221112,SAULT STE. MARIE,Ontario,149812.0625,327.964,1082.79,0,0,0,151222.8165
2005,G10336,5740,Metal Systems of Canada - metal systems of canada,336370,DUNDALK,Ontario,0.1,0.56,0,0,0,0,0.66
2005,G10337,10132,Niagara Waste Systems Limited - Niagara Waste Systems Limited,562210,THOROLD,Ontario,0,208152,0,0,0,0,208152
2005,G10338,15778,Canadian Natural Resources Limited - North Tangleflags Facility,211114,,Saskatchewan,118643.20125,7464.519888,463.75,0,0,0,126571.471138
2005,G10339,7399,Waste Management of Canada Corporation - Ottawa Landfill,562210,OTTAWA,Ontario,0,175940.802744,0,0,0,0,175940.802744
2005,G10340,6163,Pratt & Whitney Canada Inc - Plant 22,336410,MISSISSAUGA,Ontario,1265.94397,0.672,6.095,0,0,0,1272.71097
2005,G10341,6611,ATCO Power Alberta Ltd. - Poplar Hill Generating Station,221112,GRANDE PRAIRIE,Alberta,17676,28,0,0,0,0,17704
2005,G10342,4063,Canadian Forest Products - Prince George Pulp and Paper and Intercontinental,322112,PRINCE GEORGE,British Columbia,94315.31775,2699.759944,17262.099735,0,0,0,114277.177429
2005,G10343,7396,BFI Canada Inc. - Ridge Landfill,562210,BLENHEIM,Ontario,0,393400,0,0,0,0,393400
2005,G10344,6173,Waste Management of Canada Corporation - Ste Sophie Landfill,562210,STE SOPHIE,Quebec,0,363283.210948,0,0,0,0,363283.210948
2005,G10345,10283,Alberta Power (2000) Ltd. - Sturgeon Generating Station (Units 1& 2),221112,VALLEYVIEW,Alberta,1222,0,0,0,0,0,1222
2005,G10346,,Terasen Gas Inc - Terasen Gas,221210,BRITISH COLUMBIA,British Columbia,16635.100389,100187.919608,95.4,0,0,0,116918.419997
2005,G10347,16483,Duke Energy Field Services Canada - Tooga Plant,211113,FORT ST. JOHN,British Columbia,125002.9,26907.99916,214.65,0,0,0,152125.54916
2005,G10348,7238,Dillon Consulting Limited - Trail Road Landfill Facility,562210,OTTAWA,Ontario,37600,118720,0,0,0,0,156320
2005,G10349,6615,ATCO Power Alberta Ltd. - Valleyview Generating Station,221112,VALLEYVIEW,Alberta,4574,0,0,0,0,0,4574
2005,G10350,5460,Wabush Mines - Wabush Mines - Scully,212210,WABUSH,Newfoundland and Labrador,110958.386719,50.624,541.925,0,0,0,111550.935719
2005,G10351,7353,Hiram Walker & Sons Ltd. - Walkerville,312140,WINDSOR,Ontario,106619.396484,64.4,265,0,0,0,106948.796484
2005,G10352,6869,Waste Management of Canada Corporation - West Edmonton Landfill,562210,EDMONTON,Alberta,0,371224,0,0,0,0,371224
2005,G10353,6631,EnCana Corporation - Weyburn Oil Battery,211113,WEYBURN,Saskatchewan,145892.189824,5453.840028,50.35,0,0,0,151396.379852
2005,G10354,8060,Husky Energy - White Rose FPSO,211113,ATLANTIC,Newfoundland and Labrador,114865,23604,53,0,0,0,138522
2005,G10375,2316,MEGlobal Canada Inc. - Prentiss Manufacturing Facility,325190,LACOMBE COUNTY,Alberta,384212.826904,2396.519916,225.25,0,0,0,386834.59682
2005,G11730,2978,Alcan Bauxite et alumine - Usine Vaudreuil,331313,JONQUIÈRE,Quebec,747060,744.632028,1068.48,3120,0,0,751993.112028
2006,G10001,983,"Abitibi-Consolidated du Canada, Division Alma - Abitibi Consolidated, Division Alma",322111,ALMA,Quebec,108898,180.068,992.16,0,0,0,110070.228
2006,G10002,3649,Mittal Canada Inc. - Aciérie - Complexe de Contrecoeur,331110,CONTRECOEUR,Quebec,158161.283814,16.2372,200.446,0,0,0,158377.967014
2006,G10003,,"Foothills Pipe Lines Ltd. - Foothills Pipeline System, Alberta",486210,AIRDRIE,Alberta,268425.879,9068.024308,3124.35,0,0,0,280618.253308
2006,G10004,5765,Kingston Cogen Limited Partnership - NPIF Kingston CoGen Corp (formerly AES Kingston ULC),221112,BATH,Ontario,236515.96875,0.462,1.59,0,0,0,236518.02075
2006,G10005,6229,AFG Industries ltée - AFG Industries Ltée,327214,ST-AUGUSTIN-DE-DESMAURES,Quebec,100271,0,0,0,0,0,100271
2006,G10006,2134,Agrium Inc. - Agrium Redwater Fertilizer Operation,325313,REDWATER,Alberta,1096204.850097,11507.440224,11397.65,0,0,0,1119109.940321
2006,G10007,3974,Alberta Envirofuels Inc. - Alberta Envirofuels Inc.,325190,EDMONTON,Alberta,336836,1568,1828.5,0,0,0,340232.5
2006,G10008,,Alliance Pipeline Ltd. - Alberta Pipeline System,486210,CALGARY,Alberta,536373.696001,74544.399664,3304.815,0,0,0,614222.910665
2006,G10009,1,Alberta-Pacific Forest Industries Inc. acting as a - Alberta-Pacific Forest Industries Inc. Pulp Mill,322112,COUNTY OF ATHABASCA,Alberta,78653.136597,2548.195888,16591.067265,0,0,0,97792.39975
2006,G10010,2788,Alcan Inc 1188 Sherbrooke Ouest Montreal H3A3G2 - Alcan Inc - Kitimat works,331313,KITIMAT,British Columbia,532871,41.944,216.505,106.08,535400.23011,354.85,1068990.60911
2006,G10011,1070,Algoma Steel Inc - Algoma Steel Inc,331110,SAULT STE. MARIE,Ontario,3772423.761719,37253.720364,11776.600265,0,0,0,3821454.082348
2006,G10012,4778,Aluminerie Alouette inc. - Aluminerie Alouette inc.,331313,SEPT-ÎLES,Quebec,961754,47.936,120.31,44.2,58553.58,0,1020520.026
2006,G10013,2038,Alcoa Limitée - Aluminerie de Baie-Comeau,331313,BAIE-COMEAU,Quebec,756799,12.292,288.585,0,1055038.67652,0,1812138.55352
2006,G10014,1071,Aluminerie de Bécancour inc. - Aluminerie de Bécancour,331313,BÉCANCOUR,Quebec,684775,34.356,285.935,0,19973.31,11.75,705080.351
2006,G10015,,ATCO Gas and Pipelines Ltd. - ATCO Pipelines,486210,EDMONTON,Alberta,100547.81176,189901.266268,4241.854735,0,0,0,294690.932763
2006,G10016,3238,Ontario Power Generation Inc. - Atikokan Generating Station,221112,ATIKOKAN,Ontario,849948,123.2,901,0,0,0,850972.2
2006,G10017,1902,Nexen Inc. - Balzac Gas Processing Plant,211113,BALZAC,Alberta,211023,38470.880504,1584.7,0,0,0,251078.580504
2006,G10018,1033,Alberta Power (2000) Ltd. - Battle River Generating Station,221112,FORESTBURG,Alberta,5258290.5,1437.696344,19632.44603,0,0,0,5279360.642374
2006,G10019,1408,Bayer CropScience Inc. - Bayer CropScience Inc. Formulation Facility,325320,REGINA,Saskatchewan,2200,1.204,10.865,0,0,0,2212.069
2006,G10020,5084,Bayside Power L.P. - Bayside Power,221112,SAINT JOHN,New Brunswick,693711,0,24936.49947,0,0,0,718647.49947
